from_id,relation,to_id,source_title,source_locator,excerpt,tradition,confidence,notes
nakshatra:rohini,nakshatra_associated_deity,deity:shiva,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 57, lines 230-233","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualities reflected by respective nakshatras connected to it. (See the table below.)    TITHI AND NAKSHATRA CONNECTION  Goddess Number of arms Nakshatra connection Kameshwari (1) 6 Ashwini, first two padas of Bharani Bhagamalini (2) 6 last two padas of Bharani, Krittika Nityaklinna (3) 4 Rohini Bherunda (4) 8 Margashirsha, Ardra Vahnivasini (5) 8 Punarvasu, Pushya Vajreshwari (6) 4 Ashlesha  Shivaduti (7) 8 Magha, Purva Phalguni Tvarita (8) 4 Uttara Phalguni Kulasundari (9) 12 Hasta, Citra, Svati Nitya (10) 12 Vishakha, Anuradha, Jyeshtha Nilapataka (11) 10 Mula, Purvashadha, first two padas of Uttarashadha Vijaya (12) 10 last two padas of Uttarashadha, Shravana, Dhanishta  Sarvamangala (13) 2 firs",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:shravana,nakshatra_associated_deity,deity:shiva,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 57, lines 230-233","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualities reflected by respective nakshatras connected to it. (See the table below.)    TITHI AND NAKSHATRA CONNECTION  Goddess Number of arms Nakshatra connection Kameshwari (1) 6 Ashwini, first two padas of Bharani Bhagamalini (2) 6 last two padas of Bharani, Krittika Nityaklinna (3) 4 Rohini Bherunda (4) 8 Margashirsha, Ardra Vahnivasini (5) 8 Punarvasu, Pushya Vajreshwari (6) 4 Ashlesha  Shivaduti (7) 8 Magha, Purva Phalguni Tvarita (8) 4 Uttara Phalguni Kulasundari (9) 12 Hasta, Citra, Svati Nitya (10) 12 Vishakha, Anuradha, Jyeshtha Nilapataka (11) 10 Mula, Purvashadha, first two padas of Uttarashadha Vijaya (12) 10 last two padas of Uttarashadha, Shravana, Dhanishta  Sarvamangala (13) 2 firs",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:shiva,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 57, lines 230-233","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualities reflected by respective nakshatras connected to it. (See the table below.)    TITHI AND NAKSHATRA CONNECTION  Goddess Number of arms Nakshatra connection Kameshwari (1) 6 Ashwini, first two padas of Bharani Bhagamalini (2) 6 last two padas of Bharani, Krittika Nityaklinna (3) 4 Rohini Bherunda (4) 8 Margashirsha, Ardra Vahnivasini (5) 8 Punarvasu, Pushya Vajreshwari (6) 4 Ashlesha  Shivaduti (7) 8 Magha, Purva Phalguni Tvarita (8) 4 Uttara Phalguni Kulasundari (9) 12 Hasta, Citra, Svati Nitya (10) 12 Vishakha, Anuradha, Jyeshtha Nilapataka (11) 10 Mula, Purvashadha, first two padas of Uttarashadha Vijaya (12) 10 last two padas of Uttarashadha, Shravana, Dhanishta  Sarvamangala (13) 2 firs",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:vishakha,nakshatra_associated_deity,deity:shiva,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 57, lines 230-233","56 
of the soul, into which the entire wheel of zodiac is split. From the exact number of arms, which each Nitya Devi has, we will also derive the connection between each lunar day and similar qualities reflected by respective nakshatras connected to it. (See the table below.)    TITHI AND NAKSHATRA CONNECTION  Goddess Number of arms Nakshatra connection Kameshwari (1) 6 Ashwini, first two padas of Bharani Bhagamalini (2) 6 last two padas of Bharani, Krittika Nityaklinna (3) 4 Rohini Bherunda (4) 8 Margashirsha, Ardra Vahnivasini (5) 8 Punarvasu, Pushya Vajreshwari (6) 4 Ashlesha  Shivaduti (7) 8 Magha, Purva Phalguni Tvarita (8) 4 Uttara Phalguni Kulasundari (9) 12 Hasta, Citra, Svati Nitya (10) 12 Vishakha, Anuradha, Jyeshtha Nilapataka (11) 10 Mula, Purvashadha, first two padas of Uttarashadha Vijaya (12) 10 last two padas of Uttarashadha, Shravana, Dhanishta  Sarvamangala (13) 2 firs",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 83, lines 337-340","82 
represents a shadow side of Goddess Bhagamalini, “drinking the blood of Her enemies”, or becoming a bit heartless on Her journey towards victory. This shadow quality may sometime awaken in the people born on Dvitiya tithi.   Story from Bhavishya Purana  In Bhavishya Purana there is one more story, which is strongly connected to Dvitiya tithi: story about Chyavan rishi and his wife.  Chyavan rishi was quite old. He asked a king to give his daughter to him and the the princess was married off to Chyavan rishi. She was deeply devoted to him. When he would sit in his sadhana and meditation, she would look after all his needs.   Once, when Chyavan rishi was sitting in deep meditation, immersed in samadhi, she went to take bath to a river. Ashwini kumars, the ever-young twin sons of Surya dev (Sun-god) saw her there and wanted her to marry either of them. She refused and told them that she",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:anuradha,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:ardra,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:ashlesha,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:dhanishta,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:jyeshtha,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:magha,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:mula,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:punarvasu,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:purva_bhadrapada,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:pushya,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:revati,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:rohini,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:shatabhisha,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:shravana,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:swati,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:vishakha,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 90, lines 365-368","89 
• Dvitiya tithi + Saturday + Rohini, Swati, Vishakha, Anuradha, Dhanishta or Shatabhisha  In Agni Purana it is also stated that whenever Dvitiya tithi happens on Tuesday along with Moon dwelling in Magha nakshatra, it will bring gains.  Being so, Bhagamalini Devi and Dvitiya tithi always resonate well with Margashirsha, Uttara Phalguni, Svati and Revati nakshatras, which are mostly the nakshatras of air element (excerpt Revati). It doesn’t resonate well with Pushya, Ashlesha, Jyeshtha and Mula nakshatras, while it brings different results with Ashwini, Bharani, Rohini, Ardra, Punarvasu, Magha, Citra, Vishakha, Anuradha, Purvashadha, Uttarashadha, Shravana, Dhanishta, Shatabhisha and Purva Bhadrapada nakshatras.  On some Dvitiya tithis there occurs also an interesting phenomenon known as dwipushkar or tripushkar yoga. Whenever dwipushkar yoga occurs, it is said that all the activities",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:mula,nakshatra_associated_deity,deity:brahma,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 129, lines 523-526","128 
Prajapati or Brahma, especially in older scriptures (we can find this connection in the Vedas, Nakshatra suktam, more specifically).  Mula nakshatra, being a galactic center and a black hole, also resembles in some way the Rikta (“empty”) nature of Chaturti tithi and some sort of existential emptiness or loneliness, which they may experience from time to time – which often comes simply from them being too focused on themselves. Shadow side of Chaturti tithi natives is that sometimes they really think that the world revolves just around them, which is also a shadow side of Mula nakshatra natives. However, similarly like Mula nakshatra natives, Chaturti tithi natives often have an unparallaled capacity to absorb spiritual knowledge (or any kind of knowledge, in fact), as well as to unroot lots of hidden knowledge, make some unusual connections and discover new things in their field. T",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:hasta,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 130, lines 527-530","129 
Thus, the blessings of Goddess Bherunda, are the most beneficial on Thursdays and Saturdays, while they are the least beneficial on Sundays, as they can hurt our ego the most on the day ruled by the Sun. It is also quite logical as water element (Rikta tithi) can never go realluy well with fire (fiery weekday).  To summarise, Chaturti tithi Moon resonates well with Ashwini, Rohini, Punarvasu, Pushya, Magha, Uttara Phalguni, Hasta, Swati, Mula, Purvashadha, Uttarashadha, Shravana, Shatabhisha, Uttara Bhadrapada and Revati nakshatras. It doesn’t resonate well with Bharani, Margashirsha, Ashlesha and Jyeshtha, while it brings mixed results with Vishakha, Anuradha, Dhanishta and Purva Bhadrapada.  In Agni Purana it is also stated that whenever Chaturti tithi happens on Friday along with Moon dwelling in Purva Bhadrapada nakshatra, it can bring death.  Additionally, Bhavishya Purana says",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:uttara_bhadrapada,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 130, lines 527-530","129 
Thus, the blessings of Goddess Bherunda, are the most beneficial on Thursdays and Saturdays, while they are the least beneficial on Sundays, as they can hurt our ego the most on the day ruled by the Sun. It is also quite logical as water element (Rikta tithi) can never go realluy well with fire (fiery weekday).  To summarise, Chaturti tithi Moon resonates well with Ashwini, Rohini, Punarvasu, Pushya, Magha, Uttara Phalguni, Hasta, Swati, Mula, Purvashadha, Uttarashadha, Shravana, Shatabhisha, Uttara Bhadrapada and Revati nakshatras. It doesn’t resonate well with Bharani, Margashirsha, Ashlesha and Jyeshtha, while it brings mixed results with Vishakha, Anuradha, Dhanishta and Purva Bhadrapada.  In Agni Purana it is also stated that whenever Chaturti tithi happens on Friday along with Moon dwelling in Purva Bhadrapada nakshatra, it can bring death.  Additionally, Bhavishya Purana says",unknown,attested_secondary,AUTO_PROMOTED score=3.0
nakshatra:krittika,nakshatra_associated_deity,deity:agni,ad4083fc98eecc6c9cfa5e8966d95d5397d795710891e69652a7f9ea16a29ed7,"page 145, lines 588-591","144 
Agni Purana also states that vowel u represents Shiva Himself, as well as His transformative powers.   Nakshatras connected to Goddess Vahnivasini  Krittika nakshatra is connected to swara of Goddess Vahnivasini, while Her eight arms stand for four nakshatra padas of Punarvasu and Pushya nakshatras. Krittika nakshatra, with Agni or fire-god as its presiding deity, is indeed, closely connected to Goddess Vahnivasini and Her transformative and purifying nature – as well as with Her passionate and creative side. Krittika nakshatra is connected with all the agni parikshas, or tests we need to go through in life. On the most mundane level it will represents school exams, while in life it will represent all the life’s trials. Goddess Vahnivasini, similarly like Krittika nakshatra, is putting our wisdom, gained by the association with Bherunda Devi, into test. Bherunda Devi, who is co-ruli",unknown,attested_secondary,AUTO_PROMOTED score=3.0
